			DocID: 0 <TEXT> Freq=(22) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(9) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(1046) Rank: 0.0  TF-IDF=(0.0)
timetable			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
timetable:			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
time”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
tips			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
title			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
title”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
to:			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
today’s			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
together			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
tool			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
top			DocID: 0 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(3) Rank: 0.0  TF-IDF=(0.0)
top-left			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
topics			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
total			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
tours			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
to apply			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
traffic			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
trainees			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
transaction			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
transaction:			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
transcripts			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
transcripts  this			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
transdisciplinary			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
transfer			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
treated			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
trigger			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
try			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
trying			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
tuition			DocID: 2 <TEXT> Freq=(15) Rank: 0.7278907003622664  TF-IDF=(6.0819766216224656), DocID: 0 <TEXT> Freq=(1) Rank: 0.48250293651058473  TF-IDF=(0.4054651081081644)
tutorial			DocID: 2 <TEXT> Freq=(4) Rank: 1.538878515702723  TF-IDF=(4.394449154672439)
tutorials			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
twitter			DocID: 0 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0)
two			DocID: 2 <TEXT> Freq=(6) Rank: 1.7096283320669403  TF-IDF=(6.591673732008658)
type			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
types			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
ua			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
ub			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
ui-x			DocID: 2 <TEXT> Freq=(4) Rank: 1.538878515702723  TF-IDF=(4.394449154672439)
unable			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
undergraduate			DocID: 0 <TEXT> Freq=(6) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(21) Rank: 0.0  TF-IDF=(0.0)
undergraduates			DocID: 0 <TEXT> Freq=(1) Rank: 0.48250293651058473  TF-IDF=(0.4054651081081644), DocID: 2 <TEXT> Freq=(1) Rank: 0.29909983109512334  TF-IDF=(0.4054651081081644)
units			DocID: 0 <TEXT> Freq=(2) Rank: 0.6050196097179417  TF-IDF=(0.8109302162163288), DocID: 2 <TEXT> Freq=(1) Rank: 0.29909983109512334  TF-IDF=(0.4054651081081644)
university			DocID: 0 <TEXT> Freq=(11) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(9) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(14) Rank: 0.0  TF-IDF=(0.0)
university’s			DocID: 1 <TEXT> Freq=(1) Rank: 0.504281646473262  TF-IDF=(0.4054651081081644), DocID: 2 <TEXT> Freq=(2) Rank: 0.43701355884500914  TF-IDF=(0.8109302162163288)
unlike			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
unsuccessful			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
upcoming			DocID: 2 <TEXT> Freq=(4) Rank: 1.538878515702723  TF-IDF=(4.394449154672439)
update			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
updated			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
urban			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
us			DocID: 0 <TEXT> Freq=(3) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(3) Rank: 0.0  TF-IDF=(0.0)
use			DocID: 2 <TEXT> Freq=(21) Rank: 2.0316690916941544  TF-IDF=(23.070858062030304)
used			DocID: 2 <TEXT> Freq=(4) Rank: 1.538878515702723  TF-IDF=(4.394449154672439)
used:			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
using			DocID: 2 <TEXT> Freq=(14) Rank: 0.7226053417761178  TF-IDF=(5.676511513514301), DocID: 0 <TEXT> Freq=(2) Rank: 0.6050196097179417  TF-IDF=(0.8109302162163288)
usually			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
valid			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
validity			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
variety			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
vary			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
verification			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
verify			DocID: 2 <TEXT> Freq=(11) Rank: 1.9014256706551391  TF-IDF=(12.084735175349207)
via			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
video			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
view			DocID: 2 <TEXT> Freq=(17) Rank: 1.9962774187892276  TF-IDF=(18.676408907357867)
visit			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
visiting			DocID: 2 <TEXT> Freq=(3) Rank: 0.5163805574284754  TF-IDF=(1.2163953243244932), DocID: 0 <TEXT> Freq=(1) Rank: 0.48250293651058473  TF-IDF=(0.4054651081081644)
visitors			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
volunteering			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
wait			DocID: 2 <TEXT> Freq=(20) Rank: 2.024043754933743  TF-IDF=(21.972245773362197)
waitlist			DocID: 2 <TEXT> Freq=(12) Rank: 1.9229991384045582  TF-IDF=(13.183347464017316)
waiver			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
walkthrough			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
want			DocID: 2 <TEXT> Freq=(16) Rank: 0.7325792221607893  TF-IDF=(6.48744172973063), DocID: 0 <TEXT> Freq=(1) Rank: 0.48250293651058473  TF-IDF=(0.4054651081081644)
watch			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
water			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
ways			DocID: 0 <TEXT> Freq=(2) Rank: 1.6393074640198133  TF-IDF=(2.1972245773362196)
ways:			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
webmail			DocID: 0 <TEXT> Freq=(3) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(3) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(3) Rank: 0.0  TF-IDF=(0.0)
website			DocID: 0 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0)
wednesday			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
week			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
weekly			DocID: 2 <TEXT> Freq=(4) Rank: 1.538878515702723  TF-IDF=(4.394449154672439)
weeks			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
well			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
wellness			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
we’re			DocID: 0 <TEXT> Freq=(2) Rank: 1.6393074640198133  TF-IDF=(2.1972245773362196)
whether			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
williams			DocID: 0 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(3) Rank: 0.0  TF-IDF=(0.0)
wins			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
winter			DocID: 2 <TEXT> Freq=(13) Rank: 1.941639682256172  TF-IDF=(14.281959752685427)
winter-term			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
wish			DocID: 2 <TEXT> Freq=(8) Rank: 1.8100473204482104  TF-IDF=(8.788898309344878)
withdraw			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
withdrawal			DocID: 2 <TEXT> Freq=(6) Rank: 1.7096283320669403  TF-IDF=(6.591673732008658)
withdrawals			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
within			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
without			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
work-study			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
workable			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
working			DocID: 0 <TEXT> Freq=(2) Rank: 1.6393074640198133  TF-IDF=(2.1972245773362196)
workplace			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
workshops			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
workshops?			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
world			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
written			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
wrong			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
year			DocID: 2 <TEXT> Freq=(4) Rank: 1.538878515702723  TF-IDF=(4.394449154672439)
yet			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
youtube			DocID: 0 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0)
 get			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
 independent			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
 navigation: 			DocID: 2 <TEXT> Freq=(6) Rank: 1.7096283320669403  TF-IDF=(6.591673732008658)
         a			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
         b			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
         c			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
         d			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
   »  arts			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
   »  engineering			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
   »  fine			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
   »  john			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
– these			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘class			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
‘copy			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘course			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘department			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘due			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
‘enrollment			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘enroll’			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
‘future			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘in-person’			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘loyola’			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘my			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘netflix			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
‘online			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘proceed			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘requisites			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘reserved			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘search’			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘select			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
‘sir			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
‘view			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“ cce			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“07 00”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“19 00”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“200”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“202”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“500”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“600”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“account			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“all			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“change			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“class			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
“course			DocID: 2 <TEXT> Freq=(6) Rank: 1.7096283320669403  TF-IDF=(6.591673732008658)
“department			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
“details”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“education”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“engl”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“faculty			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“fall			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“fina”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“location”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“mon”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“my			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
“poli”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“prerequisite			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“proceed			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“search			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
“select			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
“select”			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
“summer			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“term”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“view			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“wait			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“winter			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
“you			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
